"Point Num","Latitude","Longitude","Serial","Name","IP","Wlan","RSSI (SNR)","Cost","Signal","MAC Address","Channel","Frequency","Timestamp"
"2","-23.970272","28.916994","FE1-2255B-84691","AIRAMPNMFAPFTBIGMIKE","10.196.212.34","wlan0","27","201598","-68","84:8d:84:40:55:c7","6","2437","2023-08-30 07:17:47 UTC"
"2","-23.970272","28.916994","ME4-2450R-28119","AIRAMPNMMCLDT64","10.196.213.64","wlan0","36","16518","-59","04:f0:21:08:fb:fc","6","2437","2023-08-30 07:17:47 UTC"
"2","-23.970272","28.916994","AG1-5250M-100756","Backpack","10.196.213.232","wlan0","42","130589","-53","84:8d:84:41:3e:68","6","2437","2023-08-30 07:17:47 UTC"
"2","-23.970272","28.916994","FE1-2255B-90797","IMSO-OT-WorkShop","10.196.212.253","wlan0","15","221001","-80","84:8d:84:40:ad:0f","6","2437","2023-08-30 07:17:47 UTC"
"2","-23.970272","28.916994","ME4-2450R-47496","AIRAMPNMMCLDT66","10.196.213.66","wlan0","0","0","0","04:f0:21:36:fb:75","6","2437","2023-08-30 07:17:47 UTC"
"2","-23.970272","28.916994","ME4-2450R-39772","AIRAMPNMMCLDT41","10.196.213.41","wlan0","24","267897","-71","04:f0:21:19:e7:1a","6","2437","2023-08-30 07:17:47 UTC"
"2","-23.970272","28.916994","ME4-2450R-39784","AIRAMPNMMCLST264","10.196.212.144","wlan0","17","223271","-78","04:f0:21:19:e7:0c","6","2437","2023-08-30 07:17:47 UTC"
"3","-23.97032","28.91696","FE1-2255B-90797","IMSO-OT-WorkShop","10.196.212.253","wlan1","22","30257","-81","84:8d:84:40:ad:0a","149","5745","2023-08-30 07:17:51 UTC"
"3","-23.97032","28.91696","FE1-2255B-84691","AIRAMPNMFAPFTBIGMIKE","10.196.212.34","wlan1","25","210906","-78","84:8d:84:40:55:c5","149","5745","2023-08-30 07:17:51 UTC"
"3","-23.97032","28.91696","ME4-2450R-39784","AIRAMPNMMCLST264","10.196.212.144","wlan1","14","73394","-89","04:f0:21:18:3f:1c","149","5745","2023-08-30 07:17:51 UTC"
"3","-23.97032","28.91696","ME4-2450R-72510","AIRAMPNMMCLDT103","10.196.213.103","wlan1","12","81925","-91","04:f0:21:59:d8:2f","149","5745","2023-08-30 07:17:51 UTC"
"3","-23.97032","28.91696","ME4-2450R-28119","AIRAMPNMMCLDT64","10.196.213.64","wlan1","12","54365","-91","04:f0:21:09:e9:f6","149","5745","2023-08-30 07:17:51 UTC"
"3","-23.97032","28.91696","LX5-2455D-49506","AIRAMPNMFAPEP01","10.196.212.10","wlan1","28","22701","-75","04:f0:21:37:f4:38","149","5745","2023-08-30 07:17:51 UTC"
"3","-23.97032","28.91696","AG1-5250M-100756","Backpack","10.196.213.232","wlan1","37","53993","-66","84:8d:84:41:3e:66","149","5745","2023-08-30 07:17:51 UTC"
"3","-23.97032","28.91696","ME4-2450R-39772","AIRAMPNMMCLDT41","10.196.213.41","wlan1","17","95957","-86","04:f0:21:18:3f:06","149","5745","2023-08-30 07:17:51 UTC"
"3","-23.97032","28.91696","ME4-2450R-39794","AIRAMPNMMCLST265","10.196.212.145","wlan1","14","125008","-89","04:f0:21:18:3e:f5","149","5745","2023-08-30 07:17:51 UTC"
"3","-23.97032","28.91696","ME4-2450R-39271","AIRAMPNMMCLTESTBENCH","10.196.213.254","wlan1","18","206621","-85","04:f0:21:22:64:40","149","5745","2023-08-30 07:17:51 UTC"
"3","-23.97032","28.91696","FE1-2450A-96537","AIRAMPNMMCLDT102","10.196.213.102","wlan1","8","66165","-95","84:8d:84:40:16:e2","149","5745","2023-08-30 07:17:51 UTC"
"3","-23.97032","28.91696","ME4-2450R-28125","AIRAMPNMMCLDT40","10.196.213.40","wlan1","15","54513","-88","04:f0:21:09:e9:f0","149","5745","2023-08-30 07:17:51 UTC"
"3","-23.97032","28.91696","ME4-2450R-39794","AIRAMPNMMCLST265","10.196.212.145","wlan0","22","116874","-73","04:f0:21:19:e7:04","6","2437","2023-08-30 07:17:51 UTC"
"3","-23.97032","28.91696","FE1-2255B-84691","AIRAMPNMFAPFTBIGMIKE","10.196.212.34","wlan0","25","201598","-70","84:8d:84:40:55:c7","6","2437","2023-08-30 07:17:51 UTC"
"3","-23.97032","28.91696","ME4-2450R-28119","AIRAMPNMMCLDT64","10.196.213.64","wlan0","35","14863","-60","04:f0:21:08:fb:fc","6","2437","2023-08-30 07:17:51 UTC"
"3","-23.97032","28.91696","AG1-5250M-100756","Backpack","10.196.213.232","wlan0","40","115773","-55","84:8d:84:41:3e:68","6","2437","2023-08-30 07:17:51 UTC"
"3","-23.97032","28.91696","FE1-2255B-90797","IMSO-OT-WorkShop","10.196.212.253","wlan0","17","196065","-78","84:8d:84:40:ad:0f","6","2437","2023-08-30 07:17:51 UTC"
"3","-23.97032","28.91696","ME4-2450R-47496","AIRAMPNMMCLDT66","10.196.213.66","wlan0","16","0","-79","04:f0:21:36:fb:75","6","2437","2023-08-30 07:17:51 UTC"
"3","-23.97032","28.91696","ME4-2450R-39772","AIRAMPNMMCLDT41","10.196.213.41","wlan0","27","267897","-68","04:f0:21:19:e7:1a","6","2437","2023-08-30 07:17:51 UTC"
"3","-23.97032","28.91696","ME4-2450R-39784","AIRAMPNMMCLST264","10.196.212.144","wlan0","20","223271","-75","04:f0:21:19:e7:0c","6","2437","2023-08-30 07:17:51 UTC"
"4","-23.97034","28.916822","FE1-2255B-90797","IMSO-OT-WorkShop","10.196.212.253","wlan1","12","30257","-91","84:8d:84:40:ad:0a","149","5745","2023-08-30 07:17:55 UTC"
"4","-23.97034","28.916822","FE1-2255B-84691","AIRAMPNMFAPFTBIGMIKE","10.196.212.34","wlan1","21","210906","-82","84:8d:84:40:55:c5","149","5745","2023-08-30 07:17:55 UTC"
"4","-23.97034","28.916822","ME4-2450R-39784","AIRAMPNMMCLST264","10.196.212.144","wlan1","15","73394","-88","04:f0:21:18:3f:1c","149","5745","2023-08-30 07:17:55 UTC"
"4","-23.97034","28.916822","ME4-2450R-72510","AIRAMPNMMCLDT103","10.196.213.103","wlan1","11","81925","-92","04:f0:21:59:d8:2f","149","5745","2023-08-30 07:17:55 UTC"
"4","-23.97034","28.916822","ME4-2450R-28119","AIRAMPNMMCLDT64","10.196.213.64","wlan1","8","54365","-95","04:f0:21:09:e9:f6","149","5745","2023-08-30 07:17:55 UTC"
"4","-23.97034","28.916822","LX5-2455D-49506","AIRAMPNMFAPEP01","10.196.212.10","wlan1","34","20426","-69","04:f0:21:37:f4:38","149","5745","2023-08-30 07:17:55 UTC"
"4","-23.97034","28.916822","AG1-5250M-100756","Backpack","10.196.213.232","wlan1","36","53993","-67","84:8d:84:41:3e:66","149","5745","2023-08-30 07:17:55 UTC"
"4","-23.97034","28.916822","ME4-2450R-39772","AIRAMPNMMCLDT41","10.196.213.41","wlan1","15","95957","-88","04:f0:21:18:3f:06","149","5745","2023-08-30 07:17:55 UTC"
"4","-23.97034","28.916822","ME4-2450R-39794","AIRAMPNMMCLST265","10.196.212.145","wlan1","16","125008","-87","04:f0:21:18:3e:f5","149","5745","2023-08-30 07:17:55 UTC"
"4","-23.97034","28.916822","ME4-2450R-39271","AIRAMPNMMCLTESTBENCH","10.196.213.254","wlan1","19","206621","-84","04:f0:21:22:64:40","149","5745","2023-08-30 07:17:55 UTC"
"4","-23.97034","28.916822","FE1-2450A-96537","AIRAMPNMMCLDT102","10.196.213.102","wlan1","8","58615","-95","84:8d:84:40:16:e2","149","5745","2023-08-30 07:17:55 UTC"
"4","-23.97034","28.916822","ME4-2450R-28125","AIRAMPNMMCLDT40","10.196.213.40","wlan1","17","54513","-86","04:f0:21:09:e9:f0","149","5745","2023-08-30 07:17:55 UTC"
"4","-23.97034","28.916822","ME4-2450R-39794","AIRAMPNMMCLST265","10.196.212.145","wlan0","23","116874","-72","04:f0:21:19:e7:04","6","2437","2023-08-30 07:17:55 UTC"
"4","-23.97034","28.916822","FE1-2255B-84691","AIRAMPNMFAPFTBIGMIKE","10.196.212.34","wlan0","24","204944","-71","84:8d:84:40:55:c7","6","2437","2023-08-30 07:17:55 UTC"
"4","-23.97034","28.916822","ME4-2450R-28119","AIRAMPNMMCLDT64","10.196.213.64","wlan0","35","13359","-60","04:f0:21:08:fb:fc","6","2437","2023-08-30 07:17:55 UTC"
"4","-23.97034","28.916822","AG1-5250M-100756","Backpack","10.196.213.232","wlan0","41","100110","-54","84:8d:84:41:3e:68","6","2437","2023-08-30 07:17:55 UTC"
"4","-23.97034","28.916822","FE1-2255B-90797","IMSO-OT-WorkShop","10.196.212.253","wlan0","17","196065","-78","84:8d:84:40:ad:0f","6","2437","2023-08-30 07:17:55 UTC"
"4","-23.97034","28.916822","ME4-2450R-47496","AIRAMPNMMCLDT66","10.196.213.66","wlan0","15","0","-80","04:f0:21:36:fb:75","6","2437","2023-08-30 07:17:55 UTC"
"4","-23.97034","28.916822","ME4-2450R-39772","AIRAMPNMMCLDT41","10.196.213.41","wlan0","24","229032","-71","04:f0:21:19:e7:1a","6","2437","2023-08-30 07:17:55 UTC"
"4","-23.97034","28.916822","ME4-2450R-39784","AIRAMPNMMCLST264","10.196.212.144","wlan0","23","316077","-72","04:f0:21:19:e7:0c","6","2437","2023-08-30 07:17:55 UTC"
"4","-23.97034","28.916822","ME4-2450R-28125","AIRAMPNMMCLDT40","10.196.213.40","wlan0","0","0","0","04:f0:21:0e:29:0d","6","2437","2023-08-30 07:17:55 UTC"
"5","-23.970362","28.916637","FE1-2255B-90797","IMSO-OT-WorkShop","10.196.212.253","wlan1","11","30257","-92","84:8d:84:40:ad:0a","149","5745","2023-08-30 07:17:59 UTC"
"5","-23.970362","28.916637","FE1-2255B-84691","AIRAMPNMFAPFTBIGMIKE","10.196.212.34","wlan1","17","212039","-86","84:8d:84:40:55:c5","149","5745","2023-08-30 07:17:59 UTC"
"5","-23.970362","28.916637","ME4-2450R-39784","AIRAMPNMMCLST264","10.196.212.144","wlan1","11","73394","-92","04:f0:21:18:3f:1c","149","5745","2023-08-30 07:17:59 UTC"
"5","-23.970362","28.916637","ME4-2450R-72510","AIRAMPNMMCLDT103","10.196.213.103","wlan1","10","81925","-93","04:f0:21:59:d8:2f","149","5745","2023-08-30 07:17:59 UTC"
"5","-23.970362","28.916637","ME4-2450R-28119","AIRAMPNMMCLDT64","10.196.213.64","wlan1","8","54365","-95","04:f0:21:09:e9:f6","149","5745","2023-08-30 07:17:59 UTC"
"5","-23.970362","28.916637","LX5-2455D-49506","AIRAMPNMFAPEP01","10.196.212.10","wlan1","26","20265","-77","04:f0:21:37:f4:38","149","5745","2023-08-30 07:17:59 UTC"
"5","-23.970362","28.916637","AG1-5250M-100756","Backpack","10.196.213.232","wlan1","35","53993","-68","84:8d:84:41:3e:66","149","5745","2023-08-30 07:17:59 UTC"
"5","-23.970362","28.916637","ME4-2450R-39772","AIRAMPNMMCLDT41","10.196.213.41","wlan1","12","95957","-91","04:f0:21:18:3f:06","149","5745","2023-08-30 07:17:59 UTC"
"5","-23.970362","28.916637","ME4-2450R-39794","AIRAMPNMMCLST265","10.196.212.145","wlan1","12","140531","-91","04:f0:21:18:3e:f5","149","5745","2023-08-30 07:17:59 UTC"
"5","-23.970362","28.916637","ME4-2450R-39271","AIRAMPNMMCLTESTBENCH","10.196.213.254","wlan1","22","206621","-81","04:f0:21:22:64:40","149","5745","2023-08-30 07:17:59 UTC"
"5","-23.970362","28.916637","FE1-2450A-96537","AIRAMPNMMCLDT102","10.196.213.102","wlan1","8","58615","-95","84:8d:84:40:16:e2","149","5745","2023-08-30 07:17:59 UTC"
"5","-23.970362","28.916637","ME4-2450R-28125","AIRAMPNMMCLDT40","10.196.213.40","wlan1","21","46221","-82","04:f0:21:09:e9:f0","149","5745","2023-08-30 07:17:59 UTC"
"5","-23.970362","28.916637","ME4-2450R-39794","AIRAMPNMMCLST265","10.196.212.145","wlan0","21","116874","-74","04:f0:21:19:e7:04","6","2437","2023-08-30 07:17:59 UTC"
"5","-23.970362","28.916637","FE1-2255B-84691","AIRAMPNMFAPFTBIGMIKE","10.196.212.34","wlan0","22","204944","-73","84:8d:84:40:55:c7","6","2437","2023-08-30 07:17:59 UTC"
"5","-23.970362","28.916637","ME4-2450R-28119","AIRAMPNMMCLDT64","10.196.213.64","wlan0","35","13359","-60","04:f0:21:08:fb:fc","6","2437","2023-08-30 07:17:59 UTC"
"5","-23.970362","28.916637","AG1-5250M-100756","Backpack","10.196.213.232","wlan0","41","100110","-54","84:8d:84:41:3e:68","6","2437","2023-08-30 07:17:59 UTC"
"5","-23.970362","28.916637","FE1-2255B-90797","IMSO-OT-WorkShop","10.196.212.253","wlan0","17","152393","-78","84:8d:84:40:ad:0f","6","2437","2023-08-30 07:17:59 UTC"
"5","-23.970362","28.916637","ME4-2450R-47496","AIRAMPNMMCLDT66","10.196.213.66","wlan0","14","0","-81","04:f0:21:36:fb:75","6","2437","2023-08-30 07:17:59 UTC"
"5","-23.970362","28.916637","ME4-2450R-39772","AIRAMPNMMCLDT41","10.196.213.41","wlan0","21","229032","-74","04:f0:21:19:e7:1a","6","2437","2023-08-30 07:17:59 UTC"
"5","-23.970362","28.916637","ME4-2450R-39784","AIRAMPNMMCLST264","10.196.212.144","wlan0","21","316077","-74","04:f0:21:19:e7:0c","6","2437","2023-08-30 07:17:59 UTC"
"5","-23.970362","28.916637","ME4-2450R-28125","AIRAMPNMMCLDT40","10.196.213.40","wlan0","28","54828","-67","04:f0:21:0e:29:0d","6","2437","2023-08-30 07:17:59 UTC"
"6","-23.97037","28.916584","FE1-2255B-90797","IMSO-OT-WorkShop","10.196.212.253","wlan1","11","30257","-92","84:8d:84:40:ad:0a","149","5745","2023-08-30 07:18:03 UTC"
"6","-23.97037","28.916584","FE1-2255B-84691","AIRAMPNMFAPFTBIGMIKE","10.196.212.34","wlan1","17","212039","-86","84:8d:84:40:55:c5","149","5745","2023-08-30 07:18:03 UTC"
"6","-23.97037","28.916584","ME4-2450R-39784","AIRAMPNMMCLST264","10.196.212.144","wlan1","11","73394","-92","04:f0:21:18:3f:1c","149","5745","2023-08-30 07:18:03 UTC"
"6","-23.97037","28.916584","ME4-2450R-72510","AIRAMPNMMCLDT103","10.196.213.103","wlan1","10","81925","-93","04:f0:21:59:d8:2f","149","5745","2023-08-30 07:18:03 UTC"
"6","-23.97037","28.916584","ME4-2450R-28119","AIRAMPNMMCLDT64","10.196.213.64","wlan1","8","54365","-95","04:f0:21:09:e9:f6","149","5745","2023-08-30 07:18:03 UTC"
"6","-23.97037","28.916584","LX5-2455D-49506","AIRAMPNMFAPEP01","10.196.212.10","wlan1","26","22291","-77","04:f0:21:37:f4:38","149","5745","2023-08-30 07:18:03 UTC"
"6","-23.97037","28.916584","AG1-5250M-100756","Backpack","10.196.213.232","wlan1","35","48037","-68","84:8d:84:41:3e:66","149","5745","2023-08-30 07:18:03 UTC"
"6","-23.97037","28.916584","ME4-2450R-39772","AIRAMPNMMCLDT41","10.196.213.41","wlan1","12","108791","-91","04:f0:21:18:3f:06","149","5745","2023-08-30 07:18:03 UTC"
"6","-23.97037","28.916584","ME4-2450R-39794","AIRAMPNMMCLST265","10.196.212.145","wlan1","12","140531","-91","04:f0:21:18:3e:f5","149","5745","2023-08-30 07:18:03 UTC"
"6","-23.97037","28.916584","ME4-2450R-39271","AIRAMPNMMCLTESTBENCH","10.196.213.254","wlan1","22","206621","-81","04:f0:21:22:64:40","149","5745","2023-08-30 07:18:03 UTC"
"6","-23.97037","28.916584","FE1-2450A-96537","AIRAMPNMMCLDT102","10.196.213.102","wlan1","8","58615","-95","84:8d:84:40:16:e2","149","5745","2023-08-30 07:18:03 UTC"
"6","-23.97037","28.916584","ME4-2450R-28125","AIRAMPNMMCLDT40","10.196.213.40","wlan1","21","90969","-82","04:f0:21:09:e9:f0","149","5745","2023-08-30 07:18:03 UTC"
"6","-23.97037","28.916584","ME4-2450R-39794","AIRAMPNMMCLST265","10.196.212.145","wlan0","21","235495","-74","04:f0:21:19:e7:04","6","2437","2023-08-30 07:18:03 UTC"
"6","-23.97037","28.916584","FE1-2255B-84691","AIRAMPNMFAPFTBIGMIKE","10.196.212.34","wlan0","22","176054","-73","84:8d:84:40:55:c7","6","2437","2023-08-30 07:18:03 UTC"
"6","-23.97037","28.916584","ME4-2450R-28119","AIRAMPNMMCLDT64","10.196.213.64","wlan0","35","15768","-60","04:f0:21:08:fb:fc","6","2437","2023-08-30 07:18:03 UTC"
"6","-23.97037","28.916584","AG1-5250M-100756","Backpack","10.196.213.232","wlan0","41","230173","-54","84:8d:84:41:3e:68","6","2437","2023-08-30 07:18:03 UTC"
"6","-23.97037","28.916584","FE1-2255B-90797","IMSO-OT-WorkShop","10.196.212.253","wlan0","17","152393","-78","84:8d:84:40:ad:0f","6","2437","2023-08-30 07:18:03 UTC"
"6","-23.97037","28.916584","ME4-2450R-47496","AIRAMPNMMCLDT66","10.196.213.66","wlan0","14","130207","-81","04:f0:21:36:fb:75","6","2437","2023-08-30 07:18:03 UTC"
"6","-23.97037","28.916584","ME4-2450R-39772","AIRAMPNMMCLDT41","10.196.213.41","wlan0","21","194686","-74","04:f0:21:19:e7:1a","6","2437","2023-08-30 07:18:03 UTC"
"6","-23.97037","28.916584","ME4-2450R-39784","AIRAMPNMMCLST264","10.196.212.144","wlan0","21","316077","-74","04:f0:21:19:e7:0c","6","2437","2023-08-30 07:18:03 UTC"
"6","-23.97037","28.916584","ME4-2450R-28125","AIRAMPNMMCLDT40","10.196.213.40","wlan0","28","270484","-67","04:f0:21:0e:29:0d","6","2437","2023-08-30 07:18:03 UTC"
"7","-23.97037","28.916584","FE1-2255B-90797","IMSO-OT-WorkShop","10.196.212.253","wlan1","12","30257","-91","84:8d:84:40:ad:0a","149","5745","2023-08-30 07:18:07 UTC"
"7","-23.97037","28.916584","FE1-2255B-84691","AIRAMPNMFAPFTBIGMIKE","10.196.212.34","wlan1","17","191636","-86","84:8d:84:40:55:c5","149","5745","2023-08-30 07:18:07 UTC"
"7","-23.97037","28.916584","ME4-2450R-39784","AIRAMPNMMCLST264","10.196.212.144","wlan1","13","64338","-90","04:f0:21:18:3f:1c","149","5745","2023-08-30 07:18:07 UTC"
"7","-23.97037","28.916584","ME4-2450R-72510","AIRAMPNMMCLDT103","10.196.213.103","wlan1","12","81925","-91","04:f0:21:59:d8:2f","149","5745","2023-08-30 07:18:07 UTC"
"7","-23.97037","28.916584","ME4-2450R-28119","AIRAMPNMMCLDT64","10.196.213.64","wlan1","8","54365","-95","04:f0:21:09:e9:f6","149","5745","2023-08-30 07:18:07 UTC"
"7","-23.97037","28.916584","LX5-2455D-49506","AIRAMPNMFAPEP01","10.196.212.10","wlan1","29","24663","-74","04:f0:21:37:f4:38","149","5745","2023-08-30 07:18:07 UTC"
"7","-23.97037","28.916584","AG1-5250M-100756","Backpack","10.196.213.232","wlan1","37","91592","-66","84:8d:84:41:3e:66","149","5745","2023-08-30 07:18:07 UTC"
"7","-23.97037","28.916584","ME4-2450R-39772","AIRAMPNMMCLDT41","10.196.213.41","wlan1","14","95163","-89","04:f0:21:18:3f:06","149","5745","2023-08-30 07:18:07 UTC"
"7","-23.97037","28.916584","ME4-2450R-39794","AIRAMPNMMCLST265","10.196.212.145","wlan1","13","227119","-90","04:f0:21:18:3e:f5","149","5745","2023-08-30 07:18:07 UTC"
"7","-23.97037","28.916584","ME4-2450R-39271","AIRAMPNMMCLTESTBENCH","10.196.213.254","wlan1","21","774558","-82","04:f0:21:22:64:40","149","5745","2023-08-30 07:18:07 UTC"
"7","-23.97037","28.916584","FE1-2450A-96537","AIRAMPNMMCLDT102","10.196.213.102","wlan1","8","165581","-95","84:8d:84:40:16:e2","149","5745","2023-08-30 07:18:07 UTC"
"7","-23.97037","28.916584","ME4-2450R-28125","AIRAMPNMMCLDT40","10.196.213.40","wlan1","19","187473","-84","04:f0:21:09:e9:f0","149","5745","2023-08-30 07:18:07 UTC"
"7","-23.97037","28.916584","ME4-2450R-39794","AIRAMPNMMCLST265","10.196.212.145","wlan0","22","235495","-73","04:f0:21:19:e7:04","6","2437","2023-08-30 07:18:07 UTC"
"7","-23.97037","28.916584","FE1-2255B-84691","AIRAMPNMFAPFTBIGMIKE","10.196.212.34","wlan0","24","176054","-71","84:8d:84:40:55:c7","6","2437","2023-08-30 07:18:07 UTC"
"7","-23.97037","28.916584","ME4-2450R-28119","AIRAMPNMMCLDT64","10.196.213.64","wlan0","42","15768","-53","04:f0:21:08:fb:fc","6","2437","2023-08-30 07:18:07 UTC"
"7","-23.97037","28.916584","AG1-5250M-100756","Backpack","10.196.213.232","wlan0","41","230173","-54","84:8d:84:41:3e:68","6","2437","2023-08-30 07:18:07 UTC"
"7","-23.97037","28.916584","FE1-2255B-90797","IMSO-OT-WorkShop","10.196.212.253","wlan0","17","152393","-78","84:8d:84:40:ad:0f","6","2437","2023-08-30 07:18:07 UTC"
"7","-23.97037","28.916584","ME4-2450R-47496","AIRAMPNMMCLDT66","10.196.213.66","wlan0","13","170534","-82","04:f0:21:36:fb:75","6","2437","2023-08-30 07:18:07 UTC"
"7","-23.97037","28.916584","ME4-2450R-39772","AIRAMPNMMCLDT41","10.196.213.41","wlan0","18","173350","-77","04:f0:21:19:e7:1a","6","2437","2023-08-30 07:18:07 UTC"
"7","-23.97037","28.916584","ME4-2450R-39784","AIRAMPNMMCLST264","10.196.212.144","wlan0","22","258637","-73","04:f0:21:19:e7:0c","6","2437","2023-08-30 07:18:07 UTC"
