"Point Num","Latitude","Longitude","Serial","Name","IP","Wlan","RSSI (SNR)","Cost","Signal","MAC Address","Channel","Frequency","Timestamp"
"6","-23.691225","27.504633","AG1-5250M-100760","LDV","10.0.0.10","wlan0","47","1177","-55","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:38:19 UTC"
"7","-23.691223","27.504683","AG1-5250M-100760","LDV","10.0.0.10","wlan1","41","1235","-65","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:38:23 UTC"
"7","-23.691223","27.504683","AG1-5250M-100760","LDV","10.0.0.10","wlan0","43","1177","-59","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:38:23 UTC"
"8","-23.691223","27.504732","AG1-5250M-100760","LDV","10.0.0.10","wlan1","40","1235","-66","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:38:27 UTC"
"8","-23.691223","27.504732","AG1-5250M-100760","LDV","10.0.0.10","wlan0","42","1177","-60","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:38:27 UTC"
"9","-23.691229","27.504753","AG1-5250M-100760","LDV","10.0.0.10","wlan1","40","2297","-66","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:38:31 UTC"
"9","-23.691229","27.504753","AG1-5250M-100760","LDV","10.0.0.10","wlan0","42","1651","-60","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:38:31 UTC"
"10","-23.69123","27.504793","AG1-5250M-100760","LDV","10.0.0.10","wlan1","33","2297","-73","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:38:35 UTC"
"10","-23.69123","27.504793","AG1-5250M-100760","LDV","10.0.0.10","wlan0","44","1651","-58","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:38:35 UTC"
"11","-23.691242","27.504835","AG1-5250M-100760","LDV","10.0.0.10","wlan1","31","2297","-75","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:38:39 UTC"
"11","-23.691242","27.504835","AG1-5250M-100760","LDV","10.0.0.10","wlan0","38","3274","-64","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:38:39 UTC"
"12","-23.691242","27.504889","AG1-5250M-100760","LDV","10.0.0.10","wlan1","35","1894","-71","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:38:44 UTC"
"12","-23.691242","27.504889","AG1-5250M-100760","LDV","10.0.0.10","wlan0","39","3274","-63","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:38:44 UTC"
"13","-23.691244","27.50494","AG1-5250M-100760","LDV","10.0.0.10","wlan1","35","2161","-71","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:38:48 UTC"
"13","-23.691244","27.50494","AG1-5250M-100760","LDV","10.0.0.10","wlan0","39","3274","-63","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:38:48 UTC"
"14","-23.691244","27.50499","AG1-5250M-100760","LDV","10.0.0.10","wlan1","29","1937","-77","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:38:52 UTC"
"14","-23.691244","27.50499","AG1-5250M-100760","LDV","10.0.0.10","wlan0","33","3274","-69","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:38:52 UTC"
"15","-23.69125","27.505028","AG1-5250M-100760","LDV","10.0.0.10","wlan1","31","1937","-75","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:38:55 UTC"
"15","-23.69125","27.505028","AG1-5250M-100760","LDV","10.0.0.10","wlan0","40","4046","-62","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:38:55 UTC"
"16","-23.691257","27.50508","AG1-5250M-100760","LDV","10.0.0.10","wlan1","38","1937","-68","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:38:59 UTC"
"16","-23.691257","27.50508","AG1-5250M-100760","LDV","10.0.0.10","wlan0","42","4046","-60","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:38:59 UTC"
"17","-23.691265","27.505125","AG1-5250M-100760","LDV","10.0.0.10","wlan1","38","1937","-68","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:39:03 UTC"
"17","-23.691265","27.505125","AG1-5250M-100760","LDV","10.0.0.10","wlan0","44","4046","-58","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:39:03 UTC"
"18","-23.691267","27.50517","AG1-5250M-100760","LDV","10.0.0.10","wlan1","38","1937","-68","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:39:07 UTC"
"18","-23.691267","27.50517","AG1-5250M-100760","LDV","10.0.0.10","wlan0","44","4046","-58","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:39:07 UTC"
"19","-23.69127","27.50522","AG1-5250M-100760","LDV","10.0.0.10","wlan1","35","1937","-71","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:39:11 UTC"
"19","-23.69127","27.50522","AG1-5250M-100760","LDV","10.0.0.10","wlan0","42","3841","-60","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:39:11 UTC"
"20","-23.691275","27.505276","AG1-5250M-100760","LDV","10.0.0.10","wlan1","32","1937","-74","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:39:15 UTC"
"20","-23.691275","27.505276","AG1-5250M-100760","LDV","10.0.0.10","wlan0","39","3841","-63","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:39:15 UTC"
"21","-23.691275","27.505316","AG1-5250M-100760","LDV","10.0.0.10","wlan1","26","1731","-80","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:39:19 UTC"
"21","-23.691275","27.505316","AG1-5250M-100760","LDV","10.0.0.10","wlan0","41","3841","-61","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:39:19 UTC"
"22","-23.691273","27.505356","AG1-5250M-100760","LDV","10.0.0.10","wlan1","33","1731","-73","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:39:23 UTC"
"22","-23.691273","27.505356","AG1-5250M-100760","LDV","10.0.0.10","wlan0","39","3440","-63","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:39:23 UTC"
"23","-23.69127","27.505402","AG1-5250M-100760","LDV","10.0.0.10","wlan1","33","1731","-73","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:39:27 UTC"
"23","-23.69127","27.505402","AG1-5250M-100760","LDV","10.0.0.10","wlan0","39","3440","-63","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:39:27 UTC"
"24","-23.691263","27.505445","AG1-5250M-100760","LDV","10.0.0.10","wlan1","34","1556","-72","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:39:31 UTC"
"24","-23.691263","27.505445","AG1-5250M-100760","LDV","10.0.0.10","wlan0","38","3440","-64","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:39:31 UTC"
"25","-23.691246","27.505487","AG1-5250M-100760","LDV","10.0.0.10","wlan1","34","1556","-72","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:39:36 UTC"
"25","-23.691246","27.505487","AG1-5250M-100760","LDV","10.0.0.10","wlan0","37","3440","-65","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:39:36 UTC"
"26","-23.691236","27.505531","AG1-5250M-100760","LDV","10.0.0.10","wlan1","28","1556","-78","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:39:40 UTC"
"26","-23.691236","27.505531","AG1-5250M-100760","LDV","10.0.0.10","wlan0","33","3440","-69","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:39:40 UTC"
"27","-23.691229","27.505577","AG1-5250M-100760","LDV","10.0.0.10","wlan1","27","1777","-79","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:39:44 UTC"
"27","-23.691229","27.505577","AG1-5250M-100760","LDV","10.0.0.10","wlan0","32","3196","-70","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:39:44 UTC"
"28","-23.691223","27.505623","AG1-5250M-100760","LDV","10.0.0.10","wlan1","27","1777","-79","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:39:47 UTC"
"28","-23.691223","27.505623","AG1-5250M-100760","LDV","10.0.0.10","wlan0","32","3196","-70","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:39:47 UTC"
"29","-23.691217","27.505669","AG1-5250M-100760","LDV","10.0.0.10","wlan1","31","1777","-75","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:39:51 UTC"
"29","-23.691217","27.505669","AG1-5250M-100760","LDV","10.0.0.10","wlan0","31","3196","-71","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:39:51 UTC"
"30","-23.691206","27.505713","AG1-5250M-100760","LDV","10.0.0.10","wlan1","32","1595","-74","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:39:55 UTC"
"30","-23.691206","27.505713","AG1-5250M-100760","LDV","10.0.0.10","wlan0","29","2872","-73","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:39:55 UTC"
"31","-23.691202","27.505756","AG1-5250M-100760","LDV","10.0.0.10","wlan1","30","1595","-76","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:39:59 UTC"
"31","-23.691202","27.505756","AG1-5250M-100760","LDV","10.0.0.10","wlan0","31","2872","-71","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:39:59 UTC"
"32","-23.691198","27.505802","AG1-5250M-100760","LDV","10.0.0.10","wlan1","28","1595","-78","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:40:03 UTC"
"32","-23.691198","27.505802","AG1-5250M-100760","LDV","10.0.0.10","wlan0","29","2872","-73","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:40:03 UTC"
"33","-23.691195","27.50585","AG1-5250M-100760","LDV","10.0.0.10","wlan1","28","1595","-78","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:40:07 UTC"
"33","-23.691195","27.50585","AG1-5250M-100760","LDV","10.0.0.10","wlan0","29","2872","-73","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:40:07 UTC"
"34","-23.691193","27.505884","AG1-5250M-100760","LDV","10.0.0.10","wlan1","25","1495","-81","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:40:11 UTC"
"34","-23.691193","27.505884","AG1-5250M-100760","LDV","10.0.0.10","wlan0","30","2872","-72","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:40:11 UTC"
"35","-23.691193","27.505945","AG1-5250M-100760","LDV","10.0.0.10","wlan1","23","1495","-83","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:40:15 UTC"
"35","-23.691193","27.505945","AG1-5250M-100760","LDV","10.0.0.10","wlan0","29","2553","-73","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:40:15 UTC"
"36","-23.69119","27.505991","AG1-5250M-100760","LDV","10.0.0.10","wlan1","22","1495","-84","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:40:19 UTC"
"36","-23.69119","27.505991","AG1-5250M-100760","LDV","10.0.0.10","wlan0","29","2553","-73","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:40:19 UTC"
"37","-23.691193","27.506039","AG1-5250M-100760","LDV","10.0.0.10","wlan1","22","1495","-84","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:40:24 UTC"
"37","-23.691193","27.506039","AG1-5250M-100760","LDV","10.0.0.10","wlan0","29","2275","-73","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:40:24 UTC"
"38","-23.691196","27.506083","AG1-5250M-100760","LDV","10.0.0.10","wlan1","23","2019","-83","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:40:28 UTC"
"38","-23.691196","27.506083","AG1-5250M-100760","LDV","10.0.0.10","wlan0","28","2275","-74","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:40:28 UTC"
"39","-23.691198","27.506117","AG1-5250M-100760","LDV","10.0.0.10","wlan1","23","2019","-83","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:40:31 UTC"
"39","-23.691198","27.506117","AG1-5250M-100760","LDV","10.0.0.10","wlan0","24","2275","-78","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:40:31 UTC"
"40","-23.691204","27.506163","AG1-5250M-100760","LDV","10.0.0.10","wlan1","25","2019","-81","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:40:35 UTC"
"40","-23.691204","27.506163","AG1-5250M-100760","LDV","10.0.0.10","wlan0","25","2275","-77","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:40:35 UTC"
"41","-23.691208","27.50621","AG1-5250M-100760","LDV","10.0.0.10","wlan1","27","2019","-79","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:40:39 UTC"
"41","-23.691208","27.50621","AG1-5250M-100760","LDV","10.0.0.10","wlan0","25","2275","-77","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:40:39 UTC"
"42","-23.691212","27.506258","AG1-5250M-100760","LDV","10.0.0.10","wlan1","27","1918","-79","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:40:43 UTC"
"42","-23.691212","27.506258","AG1-5250M-100760","LDV","10.0.0.10","wlan0","25","2302","-77","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:40:43 UTC"
"43","-23.691214","27.506308","AG1-5250M-100760","LDV","10.0.0.10","wlan1","27","1918","-79","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:40:47 UTC"
"43","-23.691214","27.506308","AG1-5250M-100760","LDV","10.0.0.10","wlan0","25","2057","-77","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:40:47 UTC"
"44","-23.691217","27.506367","AG1-5250M-100760","LDV","10.0.0.10","wlan1","25","1918","-81","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:40:51 UTC"
"44","-23.691217","27.506367","AG1-5250M-100760","LDV","10.0.0.10","wlan0","22","2057","-80","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:40:51 UTC"
"45","-23.691221","27.506413","AG1-5250M-100760","LDV","10.0.0.10","wlan1","26","1722","-80","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:40:55 UTC"
"45","-23.691221","27.506413","AG1-5250M-100760","LDV","10.0.0.10","wlan0","24","2057","-78","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:40:55 UTC"
"46","-23.69123","27.50646","AG1-5250M-100760","LDV","10.0.0.10","wlan1","22","1722","-84","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:40:59 UTC"
"46","-23.69123","27.50646","AG1-5250M-100760","LDV","10.0.0.10","wlan0","22","2057","-80","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:40:59 UTC"
"47","-23.691235","27.506506","AG1-5250M-100760","LDV","10.0.0.10","wlan1","22","1722","-84","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:41:03 UTC"
"47","-23.691235","27.506506","AG1-5250M-100760","LDV","10.0.0.10","wlan0","22","2057","-80","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:41:03 UTC"
"48","-23.691236","27.506557","AG1-5250M-100760","LDV","10.0.0.10","wlan1","24","1722","-82","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:41:08 UTC"
"48","-23.691236","27.506557","AG1-5250M-100760","LDV","10.0.0.10","wlan0","21","2057","-81","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:41:08 UTC"
"49","-23.691242","27.506609","AG1-5250M-100760","LDV","10.0.0.10","wlan1","25","1769","-81","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:41:12 UTC"
"49","-23.691242","27.506609","AG1-5250M-100760","LDV","10.0.0.10","wlan0","22","2100","-80","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:41:12 UTC"
"50","-23.691244","27.506655","AG1-5250M-100760","LDV","10.0.0.10","wlan1","24","2008","-82","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:41:16 UTC"
"50","-23.691244","27.506655","AG1-5250M-100760","LDV","10.0.0.10","wlan0","22","2100","-80","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:41:16 UTC"
"51","-23.69125","27.506702","AG1-5250M-100760","LDV","10.0.0.10","wlan1","22","1807","-84","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:41:20 UTC"
"51","-23.69125","27.506702","AG1-5250M-100760","LDV","10.0.0.10","wlan0","21","2100","-81","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:41:20 UTC"
"52","-23.691256","27.506754","AG1-5250M-100760","LDV","10.0.0.10","wlan1","22","1807","-84","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:41:24 UTC"
"52","-23.691256","27.506754","AG1-5250M-100760","LDV","10.0.0.10","wlan0","21","2100","-81","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:41:24 UTC"
"53","-23.691257","27.506802","AG1-5250M-100760","LDV","10.0.0.10","wlan1","25","1807","-81","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:41:27 UTC"
"53","-23.691257","27.506802","AG1-5250M-100760","LDV","10.0.0.10","wlan0","24","2100","-78","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:41:27 UTC"
"54","-23.691261","27.506853","AG1-5250M-100760","LDV","10.0.0.10","wlan1","23","2162","-83","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:41:31 UTC"
"54","-23.691261","27.506853","AG1-5250M-100760","LDV","10.0.0.10","wlan0","25","2100","-77","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:41:31 UTC"
"55","-23.691265","27.506903","AG1-5250M-100760","LDV","10.0.0.10","wlan1","23","2162","-83","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:41:35 UTC"
"55","-23.691265","27.506903","AG1-5250M-100760","LDV","10.0.0.10","wlan0","27","2100","-75","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:41:35 UTC"
"56","-23.691263","27.50694","AG1-5250M-100760","LDV","10.0.0.10","wlan1","21","2162","-85","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:41:39 UTC"
"56","-23.691263","27.50694","AG1-5250M-100760","LDV","10.0.0.10","wlan0","28","1875","-74","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:41:39 UTC"
"57","-23.691267","27.507006","AG1-5250M-100760","LDV","10.0.0.10","wlan1","21","2093","-85","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:41:43 UTC"
"57","-23.691267","27.507006","AG1-5250M-100760","LDV","10.0.0.10","wlan0","28","1683","-74","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:41:43 UTC"
"58","-23.691273","27.507042","AG1-5250M-100760","LDV","10.0.0.10","wlan1","16","2093","-90","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:41:47 UTC"
"58","-23.691273","27.507042","AG1-5250M-100760","LDV","10.0.0.10","wlan0","31","1683","-71","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:41:47 UTC"
"59","-23.691277","27.507103","AG1-5250M-100760","LDV","10.0.0.10","wlan1","22","2093","-84","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:41:51 UTC"
"59","-23.691277","27.507103","AG1-5250M-100760","LDV","10.0.0.10","wlan0","27","1683","-75","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:41:51 UTC"
"60","-23.69128","27.507153","AG1-5250M-100760","LDV","10.0.0.10","wlan1","12","3440","-94","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:41:55 UTC"
"60","-23.69128","27.507153","AG1-5250M-100760","LDV","10.0.0.10","wlan0","27","1938","-75","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:41:55 UTC"
"61","-23.69128","27.507202","AG1-5250M-100760","LDV","10.0.0.10","wlan1","22","3440","-84","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:42:00 UTC"
"61","-23.69128","27.507202","AG1-5250M-100760","LDV","10.0.0.10","wlan0","27","1938","-75","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:42:00 UTC"
"62","-23.691282","27.507236","AG1-5250M-100760","LDV","10.0.0.10","wlan1","22","3440","-84","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:42:03 UTC"
"62","-23.691282","27.507236","AG1-5250M-100760","LDV","10.0.0.10","wlan0","27","1938","-75","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:42:03 UTC"
"63","-23.691284","27.507288","AG1-5250M-100760","LDV","10.0.0.10","wlan1","25","3440","-81","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:42:08 UTC"
"63","-23.691284","27.507288","AG1-5250M-100760","LDV","10.0.0.10","wlan0","24","1938","-78","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:42:08 UTC"
"64","-23.691286","27.507318","AG1-5250M-100760","LDV","10.0.0.10","wlan1","28","3218","-78","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:42:11 UTC"
"64","-23.691286","27.507318","AG1-5250M-100760","LDV","10.0.0.10","wlan0","28","1742","-74","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:42:11 UTC"
"65","-23.691288","27.507362","AG1-5250M-100760","LDV","10.0.0.10","wlan1","28","3218","-78","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:42:15 UTC"
"65","-23.691288","27.507362","AG1-5250M-100760","LDV","10.0.0.10","wlan0","25","1742","-77","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:42:15 UTC"
"66","-23.69129","27.507406","AG1-5250M-100760","LDV","10.0.0.10","wlan1","28","3218","-78","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:42:19 UTC"
"66","-23.69129","27.507406","AG1-5250M-100760","LDV","10.0.0.10","wlan0","25","1742","-77","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:42:19 UTC"
"67","-23.691292","27.507442","AG1-5250M-100760","LDV","10.0.0.10","wlan1","25","3218","-81","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:42:23 UTC"
"67","-23.691292","27.507442","AG1-5250M-100760","LDV","10.0.0.10","wlan0","21","1742","-81","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:42:23 UTC"
"68","-23.691294","27.507448","AG1-5250M-100760","LDV","10.0.0.10","wlan1","15","4759","-91","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:42:27 UTC"
"68","-23.691294","27.507448","AG1-5250M-100760","LDV","10.0.0.10","wlan0","21","3509","-81","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:42:27 UTC"
"69","-23.691296","27.507448","AG1-5250M-100760","LDV","10.0.0.10","wlan1","7","4759","-99","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:42:31 UTC"
"69","-23.691296","27.507448","AG1-5250M-100760","LDV","10.0.0.10","wlan0","13","3509","-89","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:42:31 UTC"
"70","-23.691296","27.507448","AG1-5250M-100760","LDV","10.0.0.10","wlan1","5","5405","-101","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:42:35 UTC"
"70","-23.691296","27.507448","AG1-5250M-100760","LDV","10.0.0.10","wlan0","13","3142","-89","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:42:35 UTC"
"71","-23.691294","27.507444","AG1-5250M-100760","LDV","10.0.0.10","wlan1","5","79851","-101","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:42:39 UTC"
"71","-23.691294","27.507444","AG1-5250M-100760","LDV","10.0.0.10","wlan0","13","3142","-89","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:42:39 UTC"
"72","-23.691298","27.507473","AG1-5250M-100760","LDV","10.0.0.10","wlan1","9","79851","-97","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:42:43 UTC"
"72","-23.691298","27.507473","AG1-5250M-100760","LDV","10.0.0.10","wlan0","15","2896","-87","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:42:43 UTC"
"73","-23.6913","27.507519","AG1-5250M-100760","LDV","10.0.0.10","wlan1","24","71704","-82","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:42:48 UTC"
"73","-23.6913","27.507519","AG1-5250M-100760","LDV","10.0.0.10","wlan0","20","2587","-82","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:42:48 UTC"
"74","-23.691303","27.507565","AG1-5250M-100760","LDV","10.0.0.10","wlan1","17","71704","-89","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:42:52 UTC"
"74","-23.691303","27.507565","AG1-5250M-100760","LDV","10.0.0.10","wlan0","18","2314","-84","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:42:52 UTC"
"75","-23.691305","27.507612","AG1-5250M-100760","LDV","10.0.0.10","wlan1","23","62461","-83","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:42:56 UTC"
"75","-23.691305","27.507612","AG1-5250M-100760","LDV","10.0.0.10","wlan0","18","2314","-84","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:42:56 UTC"
"76","-23.691307","27.507662","AG1-5250M-100760","LDV","10.0.0.10","wlan1","23","62461","-83","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:43:00 UTC"
"76","-23.691307","27.507662","AG1-5250M-100760","LDV","10.0.0.10","wlan0","18","2314","-84","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:43:00 UTC"
"77","-23.691315","27.50771","AG1-5250M-100760","LDV","10.0.0.10","wlan1","21","55342","-85","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:43:03 UTC"
"77","-23.691315","27.50771","AG1-5250M-100760","LDV","10.0.0.10","wlan0","17","2314","-85","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:43:03 UTC"
"78","-23.691322","27.50776","AG1-5250M-100760","LDV","10.0.0.10","wlan1","18","55342","-88","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:43:07 UTC"
"78","-23.691322","27.50776","AG1-5250M-100760","LDV","10.0.0.10","wlan0","14","2314","-88","84:8d:84:41:3e:6a","1","2412","2023-07-17 11:43:07 UTC"
"79","-23.691322","27.507809","AG1-5250M-100760","LDV","10.0.0.10","wlan1","18","49757","-88","84:8d:84:41:3e:6b","153","5765","2023-07-17 11:43:11 UTC"
