"Trace to:","Serial:","AG1-5250M-100760","Name:","LDV","IP:","10.196.213.231"
"Point Num","Latitude","Longitude","Type","IP/MAC","Interface","Cost","Encap ID","Channel","Frequency","Signal","RSSI (SNR)","Rate (Kb/s)","Hop Cost","Timestamp"
"702","-23.965181","28.893438","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","40896","90506","6","2437","-70","30","10","39688","2023-08-29 09:38:04 UTC"
"703","-23.964851","28.893307","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","30014","90506","6","2437","-68","32","10","28838","2023-08-29 09:38:08 UTC"
"704","-23.96449","28.89315","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","20735","90506","6","2437","-62","38","10","19576","2023-08-29 09:38:12 UTC"
"705","-23.964209","28.893024","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","18759","90506","6","2437","-63","37","520","17575","2023-08-29 09:38:16 UTC"
"706","-23.963976","28.892918","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","18112","90506","6","2437","-61","39","60","16937","2023-08-29 09:38:20 UTC"
"707","-23.96375","28.89281","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","16236","90506","6","2437","-61","39","60","15067","2023-08-29 09:38:24 UTC"
"708","-23.9635","28.892672","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","15248","90506","6","2437","-51","49","570","14097","2023-08-29 09:38:28 UTC"
"709","-23.963223","28.89251","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","15245","90506","6","2437","-58","42","570","14097","2023-08-29 09:38:32 UTC"
"710","-23.963009","28.892382","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","15364","90506","6","2437","-63","37","520","14135","2023-08-29 09:38:36 UTC"
"711","-23.962852","28.89227","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","21189","90506","6","2437","-63","37","10","19977","2023-08-29 09:38:41 UTC"
"712","-23.962774","28.892199","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","21233","90506","6","2437","-63","37","10","19977","2023-08-29 09:38:44 UTC"
"713","-23.962751","28.892172","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","23239","90506","6","2437","-64","36","140","21996","2023-08-29 09:38:48 UTC"
"714","-23.962748","28.892168","WIRELESS_PEER","84:8d:84:40:a7:0c","wlan1","22506","90506","149","5745","-75","30","280","21244","2023-08-29 09:38:52 UTC"
"715","-23.962711","28.892097","WIRELESS_PEER","84:8d:84:40:a7:0c","wlan1","15550","90506","149","5745","-75","30","280","14313","2023-08-29 09:38:56 UTC"
"716","-23.962729","28.892046","WIRELESS_PEER","84:8d:84:40:a7:0c","wlan1","33858","90506","149","5745","-72","33","280","32633","2023-08-29 09:39:00 UTC"
"717","-23.962753","28.891972","WIRELESS_PEER","84:8d:84:40:a7:0c","wlan1","27315","90506","149","5745","-71","34","430","26062","2023-08-29 09:39:04 UTC"
"718","-23.962788","28.8919","WIRELESS_PEER","84:8d:84:40:a7:0c","wlan1","18044","90506","149","5745","-73","32","570","16784","2023-08-29 09:39:08 UTC"
"719","-23.962828","28.891861","WIRELESS_PEER","84:8d:84:40:a7:0c","wlan1","14843","90506","149","5745","-72","33","570","13531","2023-08-29 09:39:12 UTC"
"720","-23.962889","28.891846","WIRELESS_PEER","84:8d:84:40:a7:0c","wlan1","13380","90506","149","5745","-70","35","520","12112","2023-08-29 09:39:16 UTC"
"721","-23.962963","28.891846","WIRELESS_PEER","84:8d:84:40:a7:0c","wlan1","10987","90506","149","5745","-70","35","520","9695","2023-08-29 09:39:20 UTC"
"722","-23.963001","28.891848","WIRELESS_PEER","84:8d:84:40:a7:0c","wlan1","18968","90506","149","5745","-73","32","520","17682","2023-08-29 09:39:24 UTC"
"723","-23.963062","28.89185","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","30120","90506","6","2437","-69","32","520","28822","2023-08-29 09:39:29 UTC"
"724","-23.963104","28.891848","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","24586","90506","6","2437","-63","38","10","23287","2023-08-29 09:39:32 UTC"
"725","-23.963167","28.891846","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","22215","90506","6","2437","-65","36","570","20942","2023-08-29 09:39:36 UTC"
"726","-23.963205","28.89185","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","20110","90506","6","2437","-65","36","570","18807","2023-08-29 09:39:40 UTC"
"727","-23.96323","28.891861","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","15034","90506","6","2437","-63","38","570","13699","2023-08-29 09:39:44 UTC"
"728","-23.963247","28.89188","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","15053","90506","6","2437","-64","37","570","13699","2023-08-29 09:39:48 UTC"
"729","-23.963247","28.891897","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","13661","90506","6","2437","-63","38","520","12325","2023-08-29 09:39:52 UTC"
"730","-23.963247","28.891897","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","13658","90506","6","2437","-63","38","520","12325","2023-08-29 09:39:56 UTC"
"731","-23.963247","28.891897","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","11324","90506","6","2437","-70","31","390","9979","2023-08-29 09:40:00 UTC"
"732","-23.963247","28.891897","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","11388","90506","6","2437","-69","32","390","9979","2023-08-29 09:40:04 UTC"
"733","-23.963247","28.891897","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","10368","90506","6","2437","-70","31","260","8980","2023-08-29 09:40:08 UTC"
"734","-23.963247","28.891897","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","10338","90506","6","2437","-70","31","210","8980","2023-08-29 09:40:13 UTC"
"735","-23.963238","28.891846","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","10357","90506","6","2437","-67","34","390","8980","2023-08-29 09:40:16 UTC"
"736","-23.963242","28.891825","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","10393","90506","6","2437","-67","34","390","8980","2023-08-29 09:40:20 UTC"
"737","-23.963245","28.891808","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","10423","90506","6","2437","-64","37","390","8980","2023-08-29 09:40:24 UTC"
"738","-23.96325","28.891804","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","9517","90506","6","2437","-63","38","570","8075","2023-08-29 09:40:28 UTC"
