"Trace to:","Serial:","AG1-5250M-100760","Name:","LDV","IP:","10.196.213.231"
"Point Num","Latitude","Longitude","Type","IP/MAC","Interface","Cost","Encap ID","Channel","Frequency","Signal","RSSI (SNR)","Rate (Kb/s)","Hop Cost","Timestamp"
"350","-23.962002","28.896317","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:14:36 UTC"
"351","-23.96194","28.896288","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:14:40 UTC"
"352","-23.961905","28.89627","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:14:44 UTC"
"353","-23.961884","28.896261","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:14:48 UTC"
"354","-23.961823","28.89623","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:14:52 UTC"
"355","-23.96166","28.89615","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:14:56 UTC"
"356","-23.961424","28.89604","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:15:00 UTC"
"357","-23.961142","28.8959","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:15:04 UTC"
"358","-23.960848","28.895733","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:15:08 UTC"
"359","-23.960546","28.895567","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:15:12 UTC"
"360","-23.960247","28.89542","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:15:16 UTC"
"361","-23.959892","28.895233","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:15:20 UTC"
"362","-23.959597","28.895056","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:15:24 UTC"
"363","-23.959309","28.89487","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:15:28 UTC"
"364","-23.959023","28.894686","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:15:32 UTC"
"365","-23.958738","28.894514","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:15:36 UTC"
"366","-23.958467","28.89436","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:15:40 UTC"
"367","-23.958231","28.894226","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:15:44 UTC"
"368","-23.957996","28.894093","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:15:49 UTC"
"369","-23.957733","28.893967","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:15:52 UTC"
"370","-23.957453","28.893805","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:15:56 UTC"
"371","-23.957151","28.893608","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:16:00 UTC"
"372","-23.956854","28.893406","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:16:04 UTC"
"373","-23.956553","28.893219","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:16:08 UTC"
"374","-23.956322","28.89309","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:16:12 UTC"
"375","-23.955952","28.892878","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:16:16 UTC"
"376","-23.95567","28.892704","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:16:20 UTC"
"377","-23.955458","28.892574","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:16:24 UTC"
"378","-23.955105","28.892366","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:16:28 UTC"
"379","-23.954893","28.892239","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:16:32 UTC"
"380","-23.954544","28.892012","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:16:37 UTC"
"381","-23.954334","28.891876","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:16:40 UTC"
"382","-23.954042","28.89169","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:16:44 UTC"
"383","-23.953733","28.89148","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:16:48 UTC"
"384","-23.95343","28.89128","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:16:52 UTC"
"385","-23.953127","28.891079","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:16:56 UTC"
"386","-23.952759","28.890842","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:17:00 UTC"
"387","-23.952477","28.890657","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:17:04 UTC"
"388","-23.95226","28.890512","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:17:08 UTC"
"389","-23.952154","28.89043","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:17:12 UTC"
"390","-23.952103","28.890257","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:17:16 UTC"
"391","-23.95218","28.890001","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:17:21 UTC"
"392","-23.952295","28.889643","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:17:25 UTC"
"393","-23.952421","28.889244","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","129793","68335","149","5745","-89","16","60","128917","2023-08-29 09:17:28 UTC"
"394","-23.952545","28.888855","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","129791","68335","149","5745","-88","17","60","128917","2023-08-29 09:17:32 UTC"
"395","-23.952684","28.888468","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","129793","68335","149","5745","-88","17","60","128917","2023-08-29 09:17:36 UTC"
"396","-23.952848","28.888083","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","129792","68335","149","5745","-84","21","60","128917","2023-08-29 09:17:40 UTC"
"397","-23.952965","28.887798","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","129792","68335","149","5745","-86","19","60","128917","2023-08-29 09:17:44 UTC"
"398","-23.95311","28.88744","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","129790","68335","149","5745","-86","19","60","128917","2023-08-29 09:17:48 UTC"
"399","-23.95325","28.887108","WIRELESS_PEER","84:8d:84:41:41:0e","wlan1","80943","103221","149","5745","0","0","0","40000","2023-08-29 09:17:52 UTC"
"400","-23.953436","28.88675","WIRELESS_PEER","84:8d:84:41:41:0e","wlan1","80943","103221","149","5745","0","0","0","40000","2023-08-29 09:17:56 UTC"
"401","-23.953554","28.88652","WIRELESS_PEER","84:8d:84:41:41:0e","wlan1","80943","103221","149","5745","-89","16","210","40000","2023-08-29 09:18:00 UTC"
"402","-23.95372","28.886234","WIRELESS_PEER","84:8d:84:41:41:0e","wlan1","80943","103221","149","5745","-89","16","210","40000","2023-08-29 09:18:04 UTC"
"403","-23.953922","28.885977","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","64916","68335","149","5745","-91","14","60","64044","2023-08-29 09:18:08 UTC"
"404","-23.954159","28.885786","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","64915","68335","149","5745","-92","13","60","64044","2023-08-29 09:18:12 UTC"
"405","-23.954422","28.885672","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","64915","68335","149","5745","-91","14","60","64044","2023-08-29 09:18:17 UTC"
"406","-23.954695","28.885605","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","64914","68335","149","5745","-91","14","60","64044","2023-08-29 09:18:20 UTC"
"407","-23.954962","28.885574","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","64905","68335","149","5745","-89","16","60","64044","2023-08-29 09:18:24 UTC"
"408","-23.955229","28.885574","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","64883","68335","149","5745","-88","17","60","64044","2023-08-29 09:18:28 UTC"
"409","-23.955513","28.885618","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","64883","68335","149","5745","-88","17","60","64044","2023-08-29 09:18:32 UTC"
"410","-23.955843","28.885681","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","49893","68335","149","5745","-87","18","60","49062","2023-08-29 09:18:36 UTC"
"411","-23.956274","28.88574","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","49879","68335","149","5745","-85","20","60","49062","2023-08-29 09:18:40 UTC"
"412","-23.95662","28.885773","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","49879","68335","149","5745","-85","20","60","49062","2023-08-29 09:18:44 UTC"
"413","-23.95697","28.885834","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","49893","68335","149","5745","-87","17","60","49062","2023-08-29 09:18:48 UTC"
"414","-23.957285","28.88593","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:18:52 UTC"
"415","-23.957554","28.886047","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:18:56 UTC"
"416","-23.957834","28.88624","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:19:00 UTC"
"417","-23.958084","28.886473","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:19:04 UTC"
"418","-23.95833","28.886696","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:19:08 UTC"
"419","-23.958601","28.886894","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","54580","68335","149","5745","-86","18","60","53741","2023-08-29 09:19:12 UTC"
"420","-23.958881","28.887054","WIRELESS_PEER","84:8d:84:41:2d:d4","wlan1","601904","102191","149","5745","-82","22","60","596636","2023-08-29 09:19:16 UTC"
"421","-23.959145","28.88717","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","68824","68335","149","5745","-85","19","60","67982","2023-08-29 09:19:20 UTC"
"422","-23.959408","28.887266","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","68825","68335","149","5745","-85","19","60","67982","2023-08-29 09:19:24 UTC"
"423","-23.95968","28.887339","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","68830","68335","149","5745","-86","18","60","67982","2023-08-29 09:19:28 UTC"
"424","-23.959997","28.887405","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","68835","68335","149","5745","-86","18","60","67982","2023-08-29 09:19:32 UTC"
"425","-23.960342","28.887453","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","68830","68335","149","5745","-85","19","60","67982","2023-08-29 09:19:36 UTC"
"426","-23.96061","28.887455","WIRELESS_PEER","04:f0:21:86:49:6d","wlan1","189835","79599","149","5745","-92","12","60","167504","2023-08-29 09:19:40 UTC"
"427","-23.960934","28.887447","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","62755","68335","149","5745","-83","21","60","61911","2023-08-29 09:19:44 UTC"
"428","-23.961226","28.887436","WIRELESS_PEER","04:f0:21:0c:cc:fd","wlan1","56620","27462","149","5745","0","0","0","49815","2023-08-29 09:19:48 UTC"
"429","-23.961514","28.887423","WIRELESS_PEER","04:f0:21:0c:cc:fd","wlan1","55348","27462","149","5745","-86","19","60","49815","2023-08-29 09:19:52 UTC"
"430","-23.961788","28.887402","WIRELESS_PEER","04:f0:21:0c:cc:fd","wlan1","55966","27462","149","5745","-84","21","60","49815","2023-08-29 09:19:56 UTC"
"431","-23.96207","28.887367","WIRELESS_PEER","04:f0:21:0c:cc:fd","wlan1","57769","27462","149","5745","-84","21","60","49815","2023-08-29 09:20:00 UTC"
"432","-23.96233","28.887297","WIRELESS_PEER","04:f0:21:0c:cc:fd","wlan1","57769","27462","149","5745","-86","19","60","49815","2023-08-29 09:20:04 UTC"
"433","-23.962563","28.887238","WIRELESS_PEER","04:f0:21:0c:cc:fd","wlan1","57769","27462","149","5745","-87","18","60","49815","2023-08-29 09:20:09 UTC"
"434","-23.96272","28.8872","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","62773","68335","149","5745","-88","17","60","61911","2023-08-29 09:20:12 UTC"
"435","-23.962893","28.88718","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","62779","68335","149","5745","-88","17","60","61911","2023-08-29 09:20:16 UTC"
"436","-23.963064","28.887144","WIRELESS_PEER","84:8d:84:40:00:5a","wlan1","96874","100225","149","5745","-73","32","60","75307","2023-08-29 09:20:20 UTC"
"437","-23.963223","28.887136","WIRELESS_PEER","04:f0:21:18:3f:0e","wlan1","47530","39788","149","5745","0","0","0","15359","2023-08-29 09:20:24 UTC"
"438","-23.963297","28.88713","WIRELESS_PEER","04:f0:21:18:3f:0e","wlan1","45778","39788","149","5745","-76","29","130","13491","2023-08-29 09:20:28 UTC"
"439","-23.963385","28.887138","WIRELESS_PEER","04:f0:21:18:3f:0e","wlan1","42874","39788","149","5745","-75","30","130","13491","2023-08-29 09:20:32 UTC"
"440","-23.963501","28.887129","WIRELESS_PEER","04:f0:21:18:3f:0e","wlan1","50782","39788","149","5745","-75","30","130","12951","2023-08-29 09:20:36 UTC"
"441","-23.963634","28.887102","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","66860","68335","149","5745","-87","18","60","61911","2023-08-29 09:20:40 UTC"
"442","-23.96378","28.88708","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","72126","68335","149","5745","-88","17","60","61911","2023-08-29 09:20:44 UTC"
"443","-23.96388","28.88706","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","72126","68335","149","5745","-88","17","60","61911","2023-08-29 09:20:48 UTC"
"444","-23.964025","28.887001","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","98074","68335","149","5745","-88","15","60","80917","2023-08-29 09:20:52 UTC"
"445","-23.964203","28.88688","WIRELESS_PEER","84:8d:84:40:00:5a","wlan1","291308","100225","149","5745","-60","42","190","103402","2023-08-29 09:20:56 UTC"
"446","-23.964386","28.88676","WIRELESS_PEER","04:f0:21:18:3f:0e","wlan1","397619","39788","149","5745","-59","43","390","355790","2023-08-29 09:21:00 UTC"
"447","-23.964573","28.886675","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","141162","68335","149","5745","-90","12","60","129948","2023-08-29 09:21:04 UTC"
"448","-23.964746","28.886545","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","140655","68335","149","5745","-89","13","60","129948","2023-08-29 09:21:08 UTC"
"449","-23.964886","28.886461","WIRELESS_PEER","04:f0:21:18:3f:0e","wlan1","449648","39788","149","5745","-59","43","390","354496","2023-08-29 09:21:12 UTC"
"450","-23.964975","28.886442","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","245698","68335","149","5745","-88","14","60","235544","2023-08-29 09:21:16 UTC"
"451","-23.965055","28.886425","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","412048","68335","149","5745","-88","15","60","402148","2023-08-29 09:21:20 UTC"
"452","-23.965164","28.88643","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","412048","68335","149","5745","-88","15","60","402148","2023-08-29 09:21:24 UTC"
"453","-23.965286","28.886456","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","411662","68335","149","5745","-87","16","60","402148","2023-08-29 09:21:28 UTC"
"454","-23.96543","28.886484","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","411662","68335","149","5745","-87","16","60","402148","2023-08-29 09:21:32 UTC"
"455","-23.965652","28.88654","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","411347","68335","149","5745","-87","16","60","402148","2023-08-29 09:21:36 UTC"
"456","-23.965927","28.886625","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","454621","68335","149","5745","-84","19","60","445677","2023-08-29 09:21:40 UTC"
"457","-23.96618","28.88676","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","454288","68335","149","5745","-84","19","60","445677","2023-08-29 09:21:44 UTC"
"458","-23.966433","28.886948","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","454507","68335","149","5745","-85","18","60","445677","2023-08-29 09:21:48 UTC"
"459","-23.96665","28.887144","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","514203","68335","149","5745","-88","15","60","505841","2023-08-29 09:21:52 UTC"
"460","-23.966831","28.887316","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","513582","68335","149","5745","-86","17","60","505841","2023-08-29 09:21:56 UTC"
"461","-23.967016","28.8875","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","564096","68335","149","5745","-86","17","60","556998","2023-08-29 09:22:00 UTC"
"462","-23.96707","28.887598","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","564096","68335","149","5745","-86","17","60","556998","2023-08-29 09:22:04 UTC"
"463","-23.967054","28.88774","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","563405","68335","149","5745","-87","16","60","556998","2023-08-29 09:22:08 UTC"
"464","-23.967001","28.887903","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","562345","68335","149","5745","-87","16","60","556998","2023-08-29 09:22:12 UTC"
"465","-23.967016","28.888103","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","561814","68335","149","5745","-87","16","60","556998","2023-08-29 09:22:16 UTC"
"466","-23.96713","28.88828","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:22:20 UTC"
"467","-23.96725","28.88844","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:22:24 UTC"
"468","-23.967377","28.888607","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:22:28 UTC"
"469","-23.967514","28.888765","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","561018","68335","149","5745","-87","17","60","556998","2023-08-29 09:22:32 UTC"
"470","-23.96762","28.888874","WIRELESS_PEER","04:f0:21:18:3e:f5","wlan1","486691","39794","149","5745","-67","37","60","437964","2023-08-29 09:22:36 UTC"
"471","-23.96778","28.889067","WIRELESS_PEER","04:f0:21:18:3e:f5","wlan1","439789","39794","149","5745","-75","29","60","388693","2023-08-29 09:22:40 UTC"
"472","-23.96788","28.889208","WIRELESS_PEER","04:f0:21:18:3e:f5","wlan1","310497","39794","149","5745","-71","33","60","270165","2023-08-29 09:22:44 UTC"
"473","-23.967937","28.889309","WIRELESS_PEER","04:f0:21:18:3e:f5","wlan1","350749","39794","149","5745","-71","33","60","270165","2023-08-29 09:22:48 UTC"
"474","-23.968006","28.889442","WIRELESS_PEER","04:f0:21:18:3e:f5","wlan1","295674","39794","149","5745","-74","31","60","270165","2023-08-29 09:22:52 UTC"
"475","-23.968044","28.889563","WIRELESS_PEER","84:8d:84:40:16:e2","wlan1","244812","96537","149","5745","-75","30","260","181945","2023-08-29 09:22:56 UTC"
"476","-23.96804","28.889662","WIRELESS_PEER","84:8d:84:40:16:e2","wlan1","225712","96537","149","5745","-77","28","260","181945","2023-08-29 09:23:00 UTC"
"477","-23.96799","28.88975","WIRELESS_PEER","84:8d:84:40:16:e2","wlan1","206807","96537","149","5745","-72","33","260","169254","2023-08-29 09:23:04 UTC"
"478","-23.96793","28.889883","WIRELESS_PEER","84:8d:84:40:16:e2","wlan1","189074","96537","149","5745","-72","33","260","150789","2023-08-29 09:23:08 UTC"
"479","-23.967886","28.890049","WIRELESS_PEER","84:8d:84:40:16:e2","wlan1","179477","96537","149","5745","-62","43","260","126169","2023-08-29 09:23:12 UTC"
"480","-23.967863","28.890219","WIRELESS_PEER","84:8d:84:40:16:e2","wlan1","177533","96537","149","5745","-75","30","260","126169","2023-08-29 09:23:16 UTC"
"481","-23.967861","28.89037","WIRELESS_PEER","84:8d:84:40:16:e2","wlan1","139677","96537","149","5745","-83","22","260","110502","2023-08-29 09:23:20 UTC"
"482","-23.967932","28.890478","WIRELESS_PEER","04:f0:21:59:da:c9","wlan1","308011","71198","149","5745","-82","23","60","273124","2023-08-29 09:23:24 UTC"
"483","-23.968058","28.890505","WIRELESS_PEER","04:f0:21:37:f4:39","wlan1","216576","60574","149","5745","-78","27","130","182925","2023-08-29 09:23:28 UTC"
"484","-23.968264","28.890497","WIRELESS_PEER","04:f0:21:37:f4:39","wlan1","192509","60574","149","5745","-74","31","130","157403","2023-08-29 09:23:32 UTC"
"485","-23.968431","28.890497","WIRELESS_PEER","04:f0:21:59:da:c9","wlan1","197241","71198","149","5745","-65","40","60","144508","2023-08-29 09:23:36 UTC"
"486","-23.968582","28.89053","WIRELESS_PEER","04:f0:21:59:da:c9","wlan1","174785","71198","149","5745","-71","34","60","122033","2023-08-29 09:23:40 UTC"
"487","-23.968723","28.890617","WIRELESS_PEER","04:f0:21:59:da:c9","wlan1","199510","71198","149","5745","-77","28","60","130660","2023-08-29 09:23:44 UTC"
"488","-23.968882","28.890827","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:23:48 UTC"
"489","-23.969015","28.891033","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:23:52 UTC"
"490","-23.969141","28.891205","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:23:56 UTC"
"491","-23.969265","28.891348","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:24:00 UTC"
"492","-23.969355","28.891481","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:24:04 UTC"
"493","-23.969435","28.891626","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:24:08 UTC"
"494","-23.969496","28.891766","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:24:12 UTC"
"495","-23.96956","28.891886","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:24:16 UTC"
"496","-23.969612","28.891996","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:24:20 UTC"
"497","-23.96966","28.892143","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:24:24 UTC"
"498","-23.969728","28.89228","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:24:28 UTC"
"499","-23.969791","28.892437","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:24:32 UTC"
"500","-23.96984","28.892567","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:24:36 UTC"
"501","-23.969885","28.892712","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:24:40 UTC"
"502","-23.969957","28.892864","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:24:44 UTC"
"503","-23.969997","28.892984","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:24:48 UTC"
"504","-23.97006","28.893167","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:24:52 UTC"
"505","-23.970116","28.893356","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:24:56 UTC"
"506","-23.970118","28.893524","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:25:00 UTC"
"507","-23.97008","28.89371","WIRELESS_PEER","04:f0:21:18:3f:05","wlan1","515119","39792","149","5745","-66","39","60","410907","2023-08-29 09:25:04 UTC"
"508","-23.970007","28.893944","WIRELESS_PEER","04:f0:21:37:f4:39","wlan1","198545","60574","149","5745","-95","10","60","51509","2023-08-29 09:25:08 UTC"
"509","-23.969948","28.894115","WIRELESS_PEER","04:f0:21:18:3f:01","wlan1","218107","39781","149","5745","-91","14","60","156908","2023-08-29 09:25:12 UTC"
"510","-23.969906","28.894234","WIRELESS_PEER","04:f0:21:18:3f:01","wlan1","219893","39781","149","5745","-91","14","60","156908","2023-08-29 09:25:16 UTC"
"511","-23.969885","28.894312","WIRELESS_PEER","04:f0:21:18:3f:01","wlan1","187804","39781","149","5745","-91","14","60","122344","2023-08-29 09:25:20 UTC"
"512","-23.969868","28.894423","WIRELESS_PEER","04:f0:21:18:3f:01","wlan1","187804","39781","149","5745","-93","11","60","122344","2023-08-29 09:25:24 UTC"
"513","-23.969845","28.894518","WIRELESS_PEER","04:f0:21:18:3f:05","wlan1","417997","39792","149","5745","-65","39","60","345412","2023-08-29 09:25:28 UTC"
"514","-23.969831","28.8946","WIRELESS_PEER","04:f0:21:37:f4:39","wlan1","155443","60574","149","5745","-96","8","60","46216","2023-08-29 09:25:32 UTC"
"515","-23.969816","28.89468","WIRELESS_PEER","04:f0:21:37:f4:39","wlan1","124406","60574","149","5745","-96","8","60","46216","2023-08-29 09:25:37 UTC"
"516","-23.969797","28.894754","WIRELESS_PEER","04:f0:21:18:3f:01","wlan1","163121","39781","149","5745","-92","12","60","108661","2023-08-29 09:25:40 UTC"
"517","-23.969784","28.894836","WIRELESS_PEER","04:f0:21:8e:96:05","wlan1","248491","34223","149","5745","-81","23","240","219111","2023-08-29 09:25:44 UTC"
"518","-23.96978","28.894894","WIRELESS_PEER","04:f0:21:8e:96:05","wlan1","154764","34223","149","5745","-88","16","130","145425","2023-08-29 09:25:48 UTC"
"519","-23.969746","28.894989","WIRELESS_PEER","04:f0:21:8e:96:05","wlan1","154038","34223","149","5745","-86","19","130","145425","2023-08-29 09:25:52 UTC"
"520","-23.96967","28.89504","WIRELESS_PEER","04:f0:21:8e:96:05","wlan1","117480","34223","149","5745","-86","19","130","110283","2023-08-29 09:25:56 UTC"
"521","-23.969576","28.895042","WIRELESS_PEER","04:f0:21:8e:96:05","wlan1","194864","34223","149","5745","-86","19","60","188390","2023-08-29 09:26:00 UTC"
"522","-23.96949","28.89506","WIRELESS_PEER","04:f0:21:37:f4:39","wlan1","157088","60574","149","5745","-98","7","60","122235","2023-08-29 09:26:04 UTC"
"523","-23.96937","28.895111","WIRELESS_PEER","84:8d:84:40:0f:09","wlan1","188908","81390","149","5745","-88","17","60","179930","2023-08-29 09:26:08 UTC"
"524","-23.969309","28.895145","WIRELESS_PEER","04:f0:21:18:3f:01","wlan1","183368","39781","149","5745","-89","16","60","152970","2023-08-29 09:26:12 UTC"
"525","-23.969215","28.895205","WIRELESS_PEER","04:f0:21:59:da:c9","wlan1","109060","71198","149","5745","-92","13","60","81404","2023-08-29 09:26:16 UTC"
"526","-23.969097","28.895285","WIRELESS_PEER","04:f0:21:59:da:c9","wlan1","105056","71198","149","5745","-93","12","60","81404","2023-08-29 09:26:20 UTC"
"527","-23.96903","28.89532","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","285093","68335","149","5745","-88","17","60","277045","2023-08-29 09:26:24 UTC"
"528","-23.968943","28.895348","WIRELESS_PEER","04:f0:21:22:62:3b","wlan1","425890","39486","149","5745","-81","24","240","411031","2023-08-29 09:26:28 UTC"
"529","-23.968857","28.895353","WIRELESS_PEER","04:f0:21:59:da:c9","wlan1","390993","71198","149","5745","-93","12","60","364847","2023-08-29 09:26:32 UTC"
